_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
1498,106B438,,,,2021-06-03T00:00:00,,ALGEMEEN,0,,,info@wonderwijs.nl,,0481-350003,https://www.wonderwijs.nl,Hoenderik,9,,6662VM,Elst,POSTBUS,210,,6660AE,Elst,,,,,,,,
1499,106B440,,,,2021-11-18T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,info@educatis-rpo.nl,,033-3033120,,Waterdaal,3,,3817GV,Amersfoort,Waterdaal,3,,3817GV,Amersfoort,,,,,,,,
1500,106B442,,,,2021-12-20T00:00:00,,ALGEMEEN,3,,,info@puntspeciaal.nl,,024-3505335,,Grote Loef,1,,6581JE,Malden,Grote Loef,1,,6581JE,Malden,,,,,,,,
1501,106B444,,,,2025-04-11T00:00:00,,ALGEMEEN,0,,,info@basisburen.nl,,0344-691177,https://www.basisburen.nl,Erichemseweg,2,,4116GC,Buren,,,,,,,,,,,,,
1502,106B447,,,,2024-03-01T00:00:00,,ALGEMEEN,0,,Stichting OBO - Bestuurskantoor,info@stichtingobo.nl,,0165-548260,http://www.stichtingobo.nl,Gastelseweg,142,,4705RB,Roosendaal,Gastelseweg,142,,4705RB,Roosendaal,,,,,,,,
1503,106B452,,,,2025-12-19T00:00:00,,ALGEMEEN,0,,,info@viviani.nl,,0591-648207,http://www.viviani.nl,Emmalaan,26,,7822JC,Emmen,POSTBUS,91,,7800AB,Emmen,,,,,,,,
1504,106B453,,,,2023-01-16T00:00:00,,ALGEMEEN,0,,,secretariaat@stichtingcambium.nl,,,,Griftstraat,8,,8181VZ,Heerde,POSTBUS,18,,8180AA,Heerde,,,,,,,,
1505,106B454,,,,2021-11-16T00:00:00,,ALGEMEEN,0,,,administratie@montessorischoolkralingen.nl,,010-4527360,,Vredehofweg,21,,3062EK,Rotterdam,Vredehofweg,21,,3062EK,Rotterdam,,,,,,,,
1506,106B455,,,,2025-09-30T00:00:00,,ALGEMEEN,0,,Bestuurscommissie,voorzitter@frankeskoalle.nl,,0511539509,,,,,,,Eilânsgrien,17,,9264TB,Earnewâld,,,,,,,,
1507,106B456,,,,2021-07-06T00:00:00,,ALGEMEEN,0,,,info@montessoribasisschool.nl,,0104775767,https://montessoribasisschool.nl/,Essenburgsingel,25,C,3021AN,Rotterdam,Essenburgsingel,25,C,3021AN,Rotterdam,,,,,,,,
1508,106B458,,,,2025-11-06T00:00:00,,ALGEMEEN,0,,Beheerder,r.smit@fluvium.nl,,+31852734667,https://www.stichtingfluvium.nl,De Panoven,29,,4191GW,Geldermalsen,POSTBUS,173,,4190CD,Geldermalsen,,,,,,,,
1509,106B460,,,,2023-10-30T00:00:00,,ALGEMEEN,0,,,irmavalk@opops.nl,,,,,,,,,,,,,,,,,,,,,
1510,106B462,,,,2021-11-18T00:00:00,,ALGEMEEN,0,,,info@obase.nl,,0111-418888,,Industrieweg,32,,4301RS,Zierikzee,Postbus,91,,4300AB,Zierikzee,,,,,,,,
1511,106B463,,,,2024-02-09T00:00:00,,ALGEMEEN,0,,,info@spectrum-spco.nl,,0105221657,https://www.spectrum-spco.nl,Leeuwenhoekweg,18,a,2661CZ,Bergschenhoek,POSTBUS,96,,2660AB,Bergschenhoek,,,,,,,,
1512,106B464,,,,2023-07-01T00:00:00,,ALGEMEEN,0,,,info@consentscholen.nl,,0534884444,https://www.consentscholen.nl,Getfertweg,191,A,7512BC,Enschede,POSTBUS,40042,,7504RA,Enschede,,,,,,,,
1513,106B465,,,,2023-01-19T00:00:00,,ALGEMEEN,1,,,info@scholengroepholland.nl,,0180399673,http://www.scholengroepholland.nl,1e Tochtweg,11,c,2913LN,Nieuwerkerk aan den IJssel,1e Tochtweg,11,c,2913LN,Nieuwerkerk aan den IJssel,,,,,,,,
1514,106B467,,,,2025-09-29T00:00:00,,ALGEMEEN,0,,,info@stichtingdemare.nl,,0572347290,https://stichtingdemare.nl,Monumentstraat,55,a,8102AK,Raalte,,,,,,,,,,,,,
1515,106B469,,,,2021-12-10T00:00:00,,ALGEMEEN,0,Stichting Orion algemeen,Orion,info@orion.nl,,0203460340,https://www.orion.nl,Bijlmerdreef,1289,,1103TV,Amsterdam,POSTBUS,22222,,1100CE,Amsterdam,,,,,,,,
1516,106B471,,,,2023-10-12T00:00:00,,ALGEMEEN,0,,,w.verhoeven@stev.nl,,,,,,,,,,,,,,,,,,,,,
1517,106B473,,,,2022-07-11T00:00:00,,ALGEMEEN,0,,,secretariaat@roobol.frl,,,,Ried,8,,9285KK,Buitenpost,Ried,8,,9285KK,Buitenpost,,,,,,,,
1518,106B477,,,,2024-02-05T00:00:00,,ALGEMEEN,0,,,secretariaat@stiphilversum.nl,,035-6221370,https://www.stiphilversum.nl,Oude Enghweg,2,,1217JC,Hilversum,Oude Enghweg,2,,1217JC,Hilversum,,,,,,,,
1519,106B478,,,,2022-09-07T00:00:00,,ALGEMEEN,0,,,contact@quadraten.nl,,,,,,,,,,,,,,,,,,,,,
1520,106B479,,,,2025-05-12T00:00:00,,ALGEMEEN,0,,,info@ambion.nl,,0513-656656,https://www.ambion.nl,Domela Nieuwenhuisweg,5,,8448GK,Heerenveen,Domela Nieuwenhuisweg,5,,8448GK,Heerenveen,,,,,,,,
1521,106B486,,,,2021-04-30T00:00:00,,ALGEMEEN,0,,,info@sopogo.nl,,0187-497800,http://www.sopogo.nl,Prins Bernhardlaan,151,,3241TA,Middelharnis,Prins Bernhardlaan,151,,3241TA,Middelharnis,,,,,,,,
1522,106B487,,,,2021-07-28T00:00:00,,ALGEMEEN,0,,,info@primoschiedam.nl,,0104260446,https://www.primoschiedam.nl,Burgemeester Van Lierplein,77,,3134ZB,Vlaardingen,Burgemeester Van Lierplein,77,,3134ZB,Vlaardingen,,,,,,,,
1523,106B489,,,,2021-09-02T00:00:00,,ALGEMEEN,0,,Bestuurssecretariaat,secretariaat@edumarevpr.nl,,0181-391044,https://edumarevpr.nl/,Gemeenlandsedijk Noord,26,a,3216AG,Abbenbroek,Gemeenlandsedijk Noord,26,a,3216AG,Abbenbroek,,,,,,,,
1524,106B490,,,,2021-07-12T00:00:00,,ALGEMEEN,0,,Bestuurssecretariaat,secretariaat@de-oorsprong.nl,,0343579155,,Korenbloem,15,,3941TL,Doorn,,,,,,,,,,,,,
1525,106B491,,,,2024-05-06T00:00:00,,ALGEMEEN,0,,,info@stwt.nl,,020-34 60 690,https://www.stwt.nl/,Anderlechtlaan,175,D,1066HM,Amsterdam,Anderlechtlaan,175,D,1066HM,Amsterdam,,,,,,,,
1526,106B493,,,,2021-12-28T00:00:00,,ALGEMEEN,0,,,info@amstelwijs.nl,,020-4262460,https://www.amstelwijs.nl/,Kalkbranderij,2,,1185ZX,Amstelveen,Kalkbranderij,2,,1185ZX,Amstelveen,,,,,,,,
1527,106B496,,,,2021-11-29T00:00:00,,ALGEMEEN,0,,,info@stopoz.nl,,023-3031016,https://www.stopoz.nl/,Voorweg,24,A,2103ST,Heemstede,Voorweg,24,A,2103ST,Heemstede,,,,,,,,
1528,106B497,,,,2026-01-01T00:00:00,,ALGEMEEN,0,,,info@alberoscholen.nl,,0113561777,https://www.alberoscholen.nl/,Deestraat,3,,4458AJ,'s-Heer Arendskerke,Deestraat,3,,4458AJ,'s-Heer Arendskerke,,,,,,,,
1529,106B499,,,,2024-03-28T00:00:00,,ALGEMEEN,0,,,cvb@lithora.nl,,0111 695302,http://www.lithora.nl,Wevershoek,2,,4301BN,Zierikzee,Wevershoek,2,,4301BN,Zierikzee,,,,,,,,
1530,106B504,,,,2022-11-28T00:00:00,,ALGEMEEN,0,,,mail@innovo.nl,,0455447144,http://www.innovo.nl,Bekkerveld,30,,6417CM,Heerlen,POSTBUS,2602,,6401DC,Heerlen,,,,,,,,
1531,106B508,,,,2021-07-22T00:00:00,,ALGEMEEN,0,,Secretariaat,secretariaat@meerkring.nl,,033-4799817,https://www.meerkring.nl/,Amsterdamseweg,41,,3812RP,Amersfoort,Amsterdamseweg,41,,3812RP,Amersfoort,,,,,,,,
1532,106B510,,,,2021-10-08T00:00:00,,ALGEMEEN,0,,,info@movare.nl,,0455466950,https://www.movare.nl/,Jan de Witplein,10,,6371CD,Landgraaf,POSTBUS,31122,,6370AC,Landgraaf,,,,,,,,
1533,106B511,,,,2024-08-17T00:00:00,,ALGEMEEN,0,,,info@florentebasisscholen.nl,,0207531144,http://www.florentebasisscholen.nl,Sportlaan,2,C,1111PX,Diemen,Sportlaan,2,C,1111PX,Diemen,,,,,,,,
1534,106B513,,,,2021-09-23T00:00:00,,ALGEMEEN,0,,De Noordwijkse School,secretariaat@denoordwijkseschool.nl,,0713619800,http://www.denoordwijkseschool.nl,Hoogwakersbosstraat,14,,2202SP,Noordwijk,Hoogwakersbosstraat,14,,2202SP,Noordwijk,,,,,,,,
1535,106B525,,,,2022-03-23T00:00:00,,ALGEMEEN,0,,,directie@stichtingleersaam.nl,,0765017365,,Slagveld,55,,4871ND,Etten-Leur,,,,,,,,,,,,,
1536,106B534,,,,2022-06-02T00:00:00,,ALGEMEEN,1,,,info@awbr.nl,,020-5150440,https://www.awbr.nl/,Baarsjesweg,224,,1058AA,Amsterdam,Baarsjesweg,224,,1058AA,Amsterdam,,,,,,,,
1537,106B536,,,,2025-06-18T00:00:00,,ALGEMEEN,0,,,info@fluksmail.nl,,040-2301560,https://fluksopvangenonderwijs.nl/,Provincialeweg,74,,5503HJ,Veldhoven,Provincialeweg,74,,5503HJ,Veldhoven,,,,,,,,
1538,106B537,,,,2022-09-20T00:00:00,,ALGEMEEN,0,,,info@scholengroepveluwezoom.nl,,0264979333,https://www.scholengroepveluwezoom.nl,Doesburgsedijk,7,,6953AK,Dieren,POSTBUS,5,,6950AA,Dieren,,,,,,,,
1539,106B544,,,,2021-06-25T00:00:00,,ALGEMEEN,0,,,info@ato-scholenkring.nl,,073-8507788,http://www.atoscholenkring.nl,,,,,,,,,,,,,,,,,,
1540,106B551,,,,2022-12-05T00:00:00,,ALGEMEEN,0,,Cursus@hetabc.nl,cursus@hetabc.nl,,06-82045955,https://www.hetabc.nl/professionals/jonge-kind/hboer-in-de-voorschool/,Staalmanpark,10,,1066BR,Amsterdam,Staalmanpark,10,,1066BR,Amsterdam,,,,,,,,
1541,106B554,,,,2022-07-07T00:00:00,,ALGEMEEN,0,,Bestuurssecretariaat,directiesecretariaat@sciogroep.nl,,0229-282040,https://www.talenthoorn.nl/,van Dedemstraat,6,B,1624NN,Hoorn,van Dedemstraat,6,B,1624NN,Hoorn,,,,,,,,
1542,106B556,,,,2021-10-18T00:00:00,,ALGEMEEN,0,,,info@dehaagsescholen.nl,0703065201,0703065200,http://www.dehaagsescholen.nl,Johanna Westerdijkplein,1,,2521EN,'s-Gravenhage,,,,,,,,,,,,,
1543,106B557,,,,2021-07-08T00:00:00,,ALGEMEEN,0,,,secretariaat@sooog.nl,,,,Huningaweg,8,,9682PB,Oostwold,Huningaweg,8,,9682PB,Oostwold,,,,,,,,
1544,106B558,,,,2021-12-29T00:00:00,,ALGEMEEN,0,,Bestuurskantoor Scholengroep Opron,info@opron.nl,,0599696390,http://www.opron.nl,Schaepmanstraat,25,,9645HC,Veendam,POSTBUS,138,,9640AC,Veendam,,,,,,,,
1545,106B564,,,,2024-09-06T00:00:00,,ALGEMEEN,1,,Bestuur,bestuur@stichtingsom.nl,,0164-235225,http://www.stichtingsom.nl,Rijtuigweg,12,,4611EL,Bergen op Zoom,Rijtuigweg,12,,4611EL,Bergen op Zoom,,,,,,,,
1546,106B566,,,,2023-06-15T00:00:00,,ALGEMEEN,0,,,secretariaat@proominent.nl,,0318-611631,https://www.proominent.nl,,,,,,,,,,,,,,,,,,
1547,106B573,,,,2022-12-20T00:00:00,,ALGEMEEN,0,,Servicebureau,zwannie.boersma@adenium.nl,,0512-582600,https://www.adenium.nl,De Lanen,1,a,9204WB,Drachten,POSTBUS,210,,9200AE,Drachten,,,,,,,,
1548,106B574,,,,2023-09-14T00:00:00,,ALGEMEEN,0,,,info@vpcodeviermaster.nl,,0318-576580,https://www.vpcodeviermaster.nl/,Schoolstraat,1,,6744WS,Ederveen,Schoolstraat,1,,6744WS,Ederveen,,,,,,,,
1549,106B579,,,,2024-03-07T00:00:00,,ALGEMEEN,0,,Schoolbestuur,info@staij.nl,,0207163460,https://staij.nl/,Cruquiusweg,68,,1019AH,Amsterdam,Cruquiusweg,68,,1019AH,Amsterdam,,,,,,,,
1550,106B580,,,,2026-01-01T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,secretariaat@hannahscholen.nl,,0523271580,https://www.scholengroephannah.nl,Frits de Zwerverlaan,7,a,7771CV,Hardenberg,Frits de Zwerverlaan,7,a,7771CV,Hardenberg,,,,,,,,
1551,106B581,,,,2021-12-01T00:00:00,,ALGEMEEN,0,Via het secretariaat kan men met de diverse functies/afdelingen van het bestuursbureau in contact komen,Secretariaat,info@ooada.nl,,0205776040,http://www.ooada.nl,,,,,,,,,,,,,,,,,,
1552,106B583,,,,2022-07-13T00:00:00,,ALGEMEEN,0,,Bestuurssecretariaat,info@swalmenroer.nl,,0475-345830,https://www.swalmenroer.nl,Roerderweg,35,,6041NR,Roermond,Roerderweg,35,,6041NR,Roermond,,,,,,,,
1553,106B585,,,,2022-06-13T00:00:00,,ALGEMEEN,0,,,info@zonova.nl,,0203116464,https://www.zonova.nl,Schonerwoerdstraat,1,A,1107GA,Amsterdam,Schonerwoerdstraat,1,A,1107GA,Amsterdam,,,,,,,,
1554,106B586,,,,2022-11-09T00:00:00,,ALGEMEEN,0,,,info@stichtingpromes.nl,,0522278120,https://stichtingpromes.nl,Industrieweg,1,B-1,7944HT,Meppel,Industrieweg,1,B-1,7944HT,Meppel,,,,,,,,
1555,106B587,,,,2021-12-10T00:00:00,,ALGEMEEN,0,,Bestuurskantoor Stichting de Waarden,info@dewaarden.nl,,0168404502,https://dewaarden.nl,Kristallaan,1,,4761ZC,Zevenbergen,Kristallaan,1,,4761ZC,Zevenbergen,,,,,,,,
1556,106B588,,,,2022-01-27T00:00:00,,ALGEMEEN,0,,,info@onderwijsstichtingarcade.nl,,0523624330,http://www.onderwijsstichtingarcade.nl,Vechtstraat,5,b,7772AX,Hardenberg,,,,,,,,,,,,,
1557,106B592,,,,2023-04-03T00:00:00,,ALGEMEEN,0,,,,,,,Pastorieplein,12,,8471BZ,Wolvega,POSTBUS,119,,8470AC,Wolvega,,,,,,,,
1558,106B593,,,,2025-02-19T00:00:00,,ALGEMEEN,0,,,info@accentscholengroep.nl,,0543478444,http://www.accentscholengroep.nl,Plein-Zuid,6,,7121EX,Aalten,Plein-Zuid,6,,7121EX,Aalten,,,,,,,,
1559,106B595,,,,2023-07-19T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,info@opohvt.nl,,0547-276638,http://www.opohvt.nl,D.J. Bunschotenstraat,14,,7471CZ,Goor,POSTBUS,220,,7470AE,Goor,,,,,,,,
1560,106B596,,,,2021-07-05T00:00:00,,ALGEMEEN,0,,,jenapleinschool@jenapleinschool.nl,,0384228240,https://www.jenapleinschool.nl/,Enkstraat,69,,8012VA,Zwolle,POSTBUS,762,,8000AT,Zwolle,,,,,,,,
1561,106B598,,,,2023-08-15T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,info@nissewijs.nl,,0181635439,https://nissewijs.nl,Gemeenlandsedijk Noord,26,f,3216AG,Abbenbroek,Gemeenlandsedijk Noord,26,f,3216AG,Abbenbroek,,,,,,,,
1562,106B600,,,,2021-11-03T00:00:00,,ALGEMEEN,0,,,info@stroomm.nl,,0418663024,https://stroomm.nl,Kersenbogerd,4,,5328GW,Rossum,POSTBUS,152,,5330AD,Kerkdriel,,,,,,,,
1563,106B602,,,,2025-05-27T00:00:00,,ALGEMEEN,0,,bestuurskantoor,bestuurskantoor@florion.nl,,0382305001,https://www.florion.nl,Schrevenweg,4,,8024HA,Zwolle,Schrevenweg,4,,8024HA,Zwolle,,,,,,,,
1564,106B615,,,,2021-11-23T00:00:00,,ALGEMEEN,0,,Bestuur,info@resonansonderwijs.nl,,071-5281010,https://www.resonansonderwijs.nl/,Elisabethhof,17,,2353EW,Leiderdorp,Postbus,1389,,2302BJ,Leiden,,,,,,,,
1565,106B617,,,,2021-07-06T00:00:00,,ALGEMEEN,0,,Dagelijks bestuur,bestuur@elhabib.nl,,0618117782,http://www.elhabib.nl,Silexstraat,41,,6216XB,Maastricht,Silexstraat,41,,6216XB,Maastricht,,,,,,,,
1566,106B622,,,,2023-07-24T00:00:00,,ALGEMEEN,0,,,info@kitsprimair.nl,,0593535100,https://kitsprimair.nl,Hofstraat,18,,9411LB,Beilen,Hofstraat,18,,9411LB,Beilen,,,,,,,,
1567,106B624,,,,2025-09-01T00:00:00,,ALGEMEEN,0,,,info@flevion.nl,,0321-385425,https://www.flevion.nl,De Drieslag,30,,8251JZ,Dronten,,,,,,,,,,,,,
1568,106B625,,,,2023-10-26T00:00:00,,ALGEMEEN,0,,Bestuurder,Mail@prooleiden.nl,,0715247670,,,,,,,,,,,,,,,,,,,
1569,106B626,,,,2021-08-24T00:00:00,,ALGEMEEN,4,,,info@stichtingopkop.nl,,0521-362520,http://www.stichtingopkop.nl,Eendrachtsplein,1,,8355DL,Giethoorn,,,,,,,,,,,,,
1570,106B627,,,,2025-04-10T00:00:00,,ALGEMEEN,1,,Administratie,info@primah.org,,0592-333800,https://www.primah.org,Spiekersteeg,1,,9461BH,Gieten,Spiekersteeg,1,,9461BH,Gieten,,,,,,,,
1571,106B631,,,,2025-11-06T00:00:00,,ALGEMEEN,0,"WIJZIGING POSTADRES, postbus is vervallen",,g.groot@pcponwk.nl,,0180-326832,,Kerklaan,12,b,2911AD,Nieuwerkerk aan den IJssel,Kerklaan,12,b,2911AD,Nieuwerkerk aan den IJssel,,,,,,,,
1572,106B632,,,,2025-12-16T00:00:00,,ALGEMEEN,0,,Beleidsadviseur,info@alterius.nl,,0455711896,https://stichtingalterius.nl,Kloosterkensweg,6,,6419PJ,Heerlen,Kloosterkensweg,6,,6419PJ,Heerlen,,,,,,,,
1573,106B633,,,,2021-11-25T00:00:00,,ALGEMEEN,3,,Ronduit Onderwijs,info@ronduitonderwijs.nl,,0725147830,https://www.ronduitonderwijs.nl,Havinghastraat,22,,1817DA,Alkmaar,Havinghastraat,22,,1817DA,Alkmaar,,,,,,,,
1574,106B634,,,,2022-12-29T00:00:00,,ALGEMEEN,0,,,info@alamana.nl,,0858227256,,Laan van Vollenhove,3211,,3706AR,Zeist,Laan van Vollenhove,3211,,3706AR,Zeist,,,,,,,,
1575,106B636,,,,2021-07-02T00:00:00,,ALGEMEEN,0,,,directie@bloemcampschool.nl,,0705179783,https://www.bloemcampschool.nl,Bloemcamplaan,52,,2244EE,Wassenaar,Bloemcamplaan,52,,2244EE,Wassenaar,,,,,,,,
1576,106B639,,,,2022-01-20T00:00:00,,ALGEMEEN,0,,,info@gvsandel.nl,,0183442780,,Alb.Schweitzerlaan,6,,4281LT,Andel,Alb.Schweitzerlaan,6,,4281LT,Andel,,,,,,,,
1577,106B643,,,,2021-08-01T00:00:00,,ALGEMEEN,0,,SSBB,directie@ssbb.nl,,0344-602060,http://www.ssbb.nl,Rembrandt van Rijnstraat,33,,4033GG,Lienden,Rembrandt van Rijnstraat,33,,4033GG,Lienden,,,,,,,,
1578,106B649,,,,2025-09-23T00:00:00,,ALGEMEEN,0,,,info@vcomog.nl,,0597-675503,https://www.vcomog.nl/,Transportweg,2,,9645KX,Veendam,,,,,,,,,,,,,
1579,106B655,,,,2026-02-18T00:00:00,,ALGEMEEN,0,,directeur-bestuurder,directie@obspietmondriaan.nl,,0294281900,https://www.obspietmondriaan.nl/,Broekzijdselaan,46,A,1391XL,Abcoude,Broekzijdselaan,46,A,1391XL,Abcoude,,,,,,,,
1580,106B656,,,,2021-12-13T00:00:00,,ALGEMEEN,0,,Bovenschools,secretariaat@eduquaat.nl,,+31495780331,http://www.eduquaat.nl,Beatrixlaan,1,,6006AH,Weert,Beatrixlaan,1,,6006AH,Weert,,,,,,,,
1581,106B659,,,,2021-07-13T00:00:00,,ALGEMEEN,0,,,info@proloog.nl,,0582347520,https://www.proloog.nl/,Fonteinland,11,,8913CZ,Leeuwarden,Fonteinland,11,,8913CZ,Leeuwarden,,,,,,,,
1582,106B663,,,,2021-12-03T00:00:00,,ALGEMEEN,0,,Bestuurssecretariaat,info@zaanprimair.nl,,0756504888,https://www.zaanprimair.nl/,Ds. Martin Luther Kingweg,206,,1504DG,Zaandam,Ds. Martin Luther Kingweg,206,,1504DG,Zaandam,,,,,,,,
1583,106B664,,,,2021-07-20T00:00:00,,ALGEMEEN,0,,,info@obsdevos.nl,,070-5610216,,Multatulilaan,92,,2251ZM,Voorschoten,Multatulilaan,92,,2251ZM,Voorschoten,,,,,,,,
1584,106B667,,,,2021-07-14T00:00:00,,ALGEMEEN,0,,,secretariaat@platoo.nl,,0492392112,https://www.platoo.nl,Deurneseweg,13,,5709AH,Helmond,Deurneseweg,13,,5709AH,Helmond,,,,,,,,
1585,106B669,,,,2021-06-24T00:00:00,,ALGEMEEN,0,,,info@spaarnesant.nl,,023-5430100,https://spaarnesant.nl,Schipholpoort,2,,2034MA,Haarlem,POSTBUS,800,,2003RV,Haarlem,,,,,,,,
1586,106B671,,,,2025-04-14T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,bestuursondersteuner@absascholengroep.nl,,0645156135,http://www.absascholengroep.nl,Oostelijke Handelskade,10,B,1019BM,Amsterdam,Oostelijke Handelskade,10,B,1019BM,Amsterdam,,,,,,,,
1587,106B673,,,,2021-07-12T00:00:00,,ALGEMEEN,0,,,info@meerwerf.nl,,0223-659300,https://www.meerwerf.nl,Drs. F. Bijlweg,8,A,1784MC,Den Helder,Drs. F. Bijlweg,8,A,1784MC,Den Helder,,,,,,,,
1588,106B675,,,,2024-10-17T00:00:00,,ALGEMEEN,0,,,info@octho.nl,,,,Hof van Tholen,10,,4691DZ,Tholen,Hof van Tholen,10,,4691DZ,Tholen,,,,,,,,
1589,106B678,,,,2021-06-30T00:00:00,,ALGEMEEN,0,,,info@oo-h.nl,,030-6343685,,De Bouw,85,,3991SX,Houten,De Bouw,85,,3991SX,Houten,,,,,,,,
1590,106B681,,,,2021-06-15T00:00:00,,ALGEMEEN,0,,Onderwijsbureau,info@opoborger-odoorn.nl,,0599353570,https://www.opoborgerodoorn.nl/,De Baander,2,,9531MC,Borger,De Baander,2,,9531MC,Borger,,,,,,,,
1591,106B683,,,,2022-10-14T00:00:00,,ALGEMEEN,0,,,info@stichtingschool.nl,,0320767700,https://www.stichtingschool.nl,Het Ravelijn,50,,8233BR,Lelystad,POSTBUS,2451,,8203AL,Lelystad,,,,,,,,
1592,106B684,,,,2021-07-15T00:00:00,,ALGEMEEN,0,,,info@talentwesteveld.nl,,0521-594944,https://www.talentwesterveld.nl/,Drift,1,a,7991AA,Dwingeloo,Drift,1,a,7991AA,Dwingeloo,,,,,,,,
1593,106B686,,,,2023-01-09T00:00:00,,ALGEMEEN,0,,x,info@markantonderwijs.nl,,076-5289360,https://www.markantonderwijs.nl/,Heerbaan,250,,4817NL,Breda,Heerbaan,250,,4817NL,Breda,,,,,,,,
1594,106B689,,,,2021-06-08T00:00:00,,ALGEMEEN,0,,Bestuurskantoor,info@poolsterscholen.nl,,0573-257300,https://www.poolsterscholen.nl/,Graanweg,1,d,7242AT,Lochem,Graanweg,1,d,7242AT,Lochem,,,,,,,,
1595,106B690,,,,2025-10-16T00:00:00,,ALGEMEEN,0,,Administratief / Management assistent,administratie@ookkampen.nl,,038-3332243,http://www.ookkampen.nl,Oudestraat,216,K,8261CA,Kampen,Oudestraat,216,K,8261CA,Kampen,,,,,,,,
1596,106B696,,,,2023-03-08T00:00:00,,ALGEMEEN,0,,bestuur,onderwijs@opo-r.nl,,0344633262,https://opo-r.nl,Wethouder Schootslaan,5,,4005VG,Tiel,Wethouder Schootslaan,5,,4005VG,Tiel,,,,,,,,
1597,106B698,,,,2025-10-15T00:00:00,,ALGEMEEN,0,,raad van bestuur,bestuur@gsonderwijs.nl,,030-6361530,http://www.gsonderwijs.nl,Handboog,4,,3994AD,Houten,Handboog,4,,3994AD,Houten,,,,,,,,
1598,106B701,,,,2023-04-05T00:00:00,,ALGEMEEN,0,,,info@almere-speciaal.nl,,036-2005125,,Marathonlaan,11,,1318ED,Almere,Marathonlaan,11,,1318ED,Almere,,,,,,,,
1599,106B702,,,,2024-02-06T00:00:00,,ALGEMEEN,0,,,info@wiis.nl,,0515577560,https://wiis.nl/,Snekerstraat,1,,8701XA,Bolsward,POSTBUS,100,,8700AC,Bolsward,,,,,,,,
1600,106B703,,,,2021-05-19T00:00:00,,ALGEMEEN,0,,,info@soo-lva.nl,,0416707210,https://www.soo-lva.nl,Nieuwe Steeg,6,,4266EH,Eethen,Nieuwe Steeg,6,,4266EH,Eethen,,,,,,,,
1601,106B706,,,,2024-11-06T00:00:00,,ALGEMEEN,2,,,secretariaat@oosterwijs.nl,,0412-827979,,Wethouder van Eschstraat,58,,5342AT,Oss,Wethouder van Eschstraat,58,,5342AT,Oss,,,,,,,,
1602,106B710,,,,2021-08-01T00:00:00,,ALGEMEEN,0,Bestuursbureau,Bestuursbureau,info@mantum.nl,,0104346530,https://mantum.nl,Claudius Civilislaan,30,,3132JB,Vlaardingen,Claudius Civilislaan,30,,3132JB,Vlaardingen,,,,,,,,
1603,106B711,,,,2025-11-05T00:00:00,,ALGEMEEN,0,,,info@voilaleusden.nl,,033-4335010,https://www.voilaleusden.nl,,,,,,,,,,,,,,,,,,
1604,106B718,,,,2023-01-24T00:00:00,,ALGEMEEN,1,,Bestuursbureau,info@viertaal.nl,,0206698194,https://www.viertaal.nl,Delflandlaan,150,,1062EB,Amsterdam,Delflandlaan,150,,1062EB,Amsterdam,,,,,,,,
1605,106B725,,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,administratie@casaschool.nl,,015-2010376,https://www.casaschool.nl,Groen van Prinstererlaan,1,,2641CA,Pijnacker,Groen van Prinstererlaan,1,,2641CA,Pijnacker,,,,,,,,
1606,106B730,,,,2024-11-22T00:00:00,,ALGEMEEN,0,,,info@cnsede.nl,,0318619136,https://cnsede.nl/,Willy Brandtlaan,81,,6716RJ,Ede,Willy Brandtlaan,81,,6716RJ,Ede,,,,,,,,
1607,106B732,,,,2024-02-22T00:00:00,,ALGEMEEN,0,,,administratie@kindcentrumrivierenwijk.nl,,0570-623575,,Zaanstraat,1,,7417WN,Deventer,Zaanstraat,1,,7417WN,Deventer,,,,,,,,
1608,106B737,,,,2026-03-13T00:00:00,,ALGEMEEN,0,,,secretariaat@spow.nl,,,https://www.spow.nl,,,,,,,,,,,,,,,,,,
